12,40,80.9,298,,,36.55,85,38.36,59.8,56.65714286,-0.6,35.55714286,3.8618677,60.7047695,,56.38618567,55.46757733,50.0267505,159.79248,1111.6398,178.01556,92.1875,-1.0972767,-0.9868679,44.01751,28.000973,95.96666667,95.3,95.43333333,0.617,15,2.22,34,30,0.1,58,29,8,0.448,0.589,4.5
12.65,130,81.3,5,,,35.95,150,38.44285714,61.3,56.71666667,-0.6,35.6,4.741216512,60.95387759,,55.787937,55.66625368,50.32393,174.83788,1113.998841,179.49902,90.95,-1.007052602,-1.003891053,50.42558375,27.740757,95.1,94.6,95.5,0.636,25,1.9,35,29,0.1,61,26,8.4,0.458,0.552,4.5
12.76666667,130,81.3,5,,,35.95,150,38.475,59.85,56.3,-0.6,35.45,4.87532414,62.38327,,58.76946,55.74449246,51.46238767,167.83398,1119.3201,179.503085,92.175,-0.99173165,-0.95836581,48.76459,28.1104075,95.1,94.6,95.5,0.62,15,2.66,34,28,0.1,60,26,8.1,0.444,0.554,4.6
13.23333333,25,82.4,110,,,34.4,90,38.4625,60.0875,56.35,-0.6,35.5,4.5671206,61.144942,,57.396239,56.326323,50.8317125,168.8716,1110.2551,179.5013,91.2,-0.996887006,-0.993190768,48.33414425,28.555449,95.3,95.1,96.05,0.617,15,2.32,32,28,0.11,57,30,7.9,0.432,0.575,4.9
12.5,20,80.6,213.3333333,,,34.7,208.3333333,38.5,60.5,56.79090909,-0.6,35.475,4.5257783,60.16683,,56.35214,55.5365766,50.463036,162.697792,1105.3301,179.92801,93.6625,-0.985214032,-1.0021887,52.3735412,29.640078,95.5,95.43333333,95.3,0.602,5,2.45,32,35,0.093,62,29,8.3,0.46,0.593,5.3
12.83333333,45,80.6,392,,,34.35,70,38.4,60,56.5125,-0.6,35.5,4.933245926,60.846306,,58.3263233,55.67025275,50.243187,182.61998,1118.012422,179.3649452,93.03333333,-1.0029182,-1.023994961,52.48257096,31.67477267,95.6,96.05,96.3,0.612,5,2.47,31,30,0.11,64,30,8.2,0.413,0.565,4.5
12.2,5,81.4,80,,,35.26666667,140,38.51666667,60.575,56.97777778,-0.6,35.53333333,4.5,,293.3,58.1,55.9,50.3,161.5,1118.3,179.8,92.3,-1,-0.95,53.2,23.2,95.45,95.65,95.85,0.615,20,2.02,32,31,0.093,75,31,8.3,0.449,0.619,5.1
12.23333333,5,81.4,80,,,36.075,56.25,38.48333333,61.2,55.83333333,-0.6,35.38333333,4.3,,298.3,58.55,56,51.8,162.8,1117.9,179.5,95.4,-1,-1,52.54285714,20.4,95.6,95.8,96.16666667,0.61,15,2.56,35,34,0.11,70,27,8.4,0.413,0.61,5.1
12.36666667,20,80.2,200,,,37.4,50,38.4625,60.31428571,56.225,-0.6,35.41428571,4.182069,61.21725067,,55.6964965,55.304474,48.65759,173.54086,1117.8307,180.02188,93.425,-1.027723805,-0.990434483,58.659208,22.796694,95.6,95.5,96.2,0.626,15,2.86,33,32,0.12,66,25,8.4,0.43,0.556,4.9
12.6,20,80.7,51,,,34.2,46,38.35,60.4,55.42857143,-0.6,52.5,4.10505835,58.57247,,58.11892025,51.848248,51.828793,187.93774,1117.6725,179.48282,96.225,-1.00347409,-0.94779492,54.036964,29.3506815,95.4,95.43333333,95.56666667,0.617,15,2.27,30,33,0.1,71,29,8.4,0.423,0.551,5.6
12.6,5,80,252,,,34.2,770,38.4,60.5,56.3,-0.6,55.41666667,4.4260697,61.57101175,,58.5443564,54.941635,50.557394,160.05188,1118.018625,180.029985,93.85,-1.038910567,-1.036641113,52.679962,29.061283,94.43333333,94.56666667,95.6,0.611,5,2.3,35,33,0.12,92,28,8.1,0.464,0.662,4.4
